time,x,y,z,qx,qy,qz,qw
1756548829.9821155,-0.0022298074327409267,-0.0008704675128683448,0.04969532787799835,-2.1912260908259813e-05,-0.02937189610793874,-0.0007333103075761909,0.9995682835578918
1756548830.9821591,-0.0022297839168459177,-0.0008704694919288158,0.04969533905386925,-2.1957040900947586e-05,-0.02937392310879206,-0.0007333635104340677,0.9995682239532471
1756548831.9821506,-0.0022297862451523542,-0.0008704831707291305,0.049695346504449844,-2.1911349767606585e-05,-0.02937392311209811,-0.0007333647445913817,0.9995682239532471
1756548832.982177,-0.00222977832891047,-0.0008704884094186127,0.049695346504449844,-2.1945434857255884e-05,-0.02937392347879078,-0.0007333490378680819,0.9995682239532471
1756548833.982196,-0.0022314193192869425,-0.0008686777437105775,0.04969524219632149,-2.1882129188152185e-05,-0.029373923105104217,-0.0007333658971868562,0.9995682239532471
1756548834.9822395,-0.0022318509873002768,-0.0008683107444085181,0.0496952123939991,-2.1943894293139006e-05,-0.02937189579970321,-0.0007333217075765185,0.9995682835578918
1756548835.982239,-0.0022273550275713205,-0.0008754959562793374,0.04969548434019089,-2.194384503412253e-05,-0.029371895746290417,-0.0007333238484017681,0.9995682835578918
1756548836.982553,-0.0022294006776064634,-0.0008726282394491136,0.04969525337219238,-2.1812467676436725e-05,-0.02937198844615471,-0.00072960541742104,0.9995682835578918
1756548837.9822786,-0.0022290681954473257,-0.0008718945900909603,0.04969526082277298,-2.2194586744653855e-05,-0.02937163538374955,-0.0007436715769160571,0.9995682835578918
1756548838.9822996,-0.0022344619501382113,-0.0008595907711423934,0.04969549924135208,-2.2723465839445586e-05,-0.02937322521039188,-0.0007607807404297137,0.9995682239532471
1756548839.9823265,-0.0022398321889340878,-0.0008534357184544206,0.049695178866386414,-2.303836686411969e-05,-0.029372954169481255,-0.0007711650552998752,0.9995682239532471
1756548840.9823554,-0.0022362200543284416,-0.0008561280556023121,0.049698978662490845,1.1660000717514608e-05,-0.02932597699102979,-0.0007822843649809766,0.9995695948600769
1756548841.9824092,-0.0017755774315446615,-0.0012046204647049308,0.05000550299882889,0.002878902533722598,-0.02557036291134255,-0.0008947754292920481,0.9996684789657593
1756548842.9823773,1.7120652046287432e-05,-0.002299114828929305,0.05165328457951546,0.011009473634506729,-0.010409438573560323,-0.0010448693677983572,0.9998846650123596
1756548843.9823906,0.0030642009805887938,-0.005720742512494326,0.0686199739575386,-0.002356838585244123,0.014320613377949463,0.0005955304951032375,0.9998944997787476
1756548844.9824204,0.01545846275985241,-0.00804238673299551,0.14463424682617188,-0.0040109466486490985,0.008720210721106849,-0.00012996128071796133,0.9999539256095886
1756548845.9824393,0.036516621708869934,-0.007045568432658911,0.3213871717453003,-0.00031546205384297464,0.0005467509492641304,-0.000444514849020827,0.9999997019767761
1756548846.9824886,0.05737253651022911,-0.005207784473896027,0.5998664498329163,0.0005337698599534603,-0.0007411963130599039,-1.351350747091668e-05,0.9999995827674866
1756548847.9824843,0.07744583487510681,-0.0039142100140452385,1.0116978883743286,0.00028965756499232476,-0.0018868455409339776,-0.000226708980008855,0.999998152256012
1756548848.9825392,0.09295713901519775,-0.0031177971977740526,1.4884448051452637,0.00032426353972853566,-0.0017612274655272359,0.00010760668853770713,0.9999983906745911
1756548849.9825575,0.10564672201871872,-0.0024928769562393427,2.0087294578552246,0.000342752514996831,-0.0021166288828625215,0.00022706777512113295,0.9999976754188538
1756548850.9825659,0.1163666695356369,-0.00234038382768631,2.588268995285034,-0.00023618822593802257,-0.002408967293621774,0.00046984702475422614,0.9999969601631165
1756548851.9825985,0.1232418417930603,-0.0017410762375220656,3.137143135070801,-0.0007696290581956579,-0.0025264793032793555,0.00024064322010333694,0.9999964833259583
1756548852.9826186,0.12751586735248566,-0.0006260390509851277,3.6945040225982666,-0.00043403215638161533,-0.001993079104817511,-0.0001075757936045147,0.9999979138374329
1756548853.9826417,0.12985198199748993,0.0007628281600773335,4.303077220916748,0.00016855690466458157,-0.0014935914455750157,-7.58180884105841e-05,0.9999988675117493
1756548854.982618,0.13036653399467468,0.002065430162474513,4.874630451202393,0.00016592828582344431,-0.001224097824677388,-0.00015418327839076816,0.9999992251396179
1756548855.982664,0.1297883540391922,0.002887832233682275,5.451928615570068,0.0005468926491144086,-0.0012269829577551072,-0.00047114556917388274,0.9999989867210388
1756548856.982669,0.1280841827392578,0.0032670502550899982,6.034265518188477,0.0008312867040785772,-0.0011537163207722611,-6.676797462048434e-05,0.9999989867210388
1756548857.9826925,0.12516608834266663,0.0030988184735178947,6.666583061218262,0.0003949564341219352,-0.0006017637905854922,-0.0002791704039147587,0.9999997019767761
1756548858.9827104,0.12200067937374115,0.0022750047501176596,7.258240222930908,0.000730249006830383,-0.0007108660399273702,0.00018517337683490368,0.999999463558197
1756548859.9827275,0.11792544275522232,0.001083238166756928,7.899717807769775,0.00022312934374392118,-0.0010076564363861252,8.789266384201432e-05,0.999999463558197
1756548860.982764,0.11364995688199997,-0.0005346411489881575,8.498576164245605,0.00042537384011506453,-0.0003559474382589367,-0.0002235762823301806,0.9999998211860657
1756548861.9827874,0.10871612280607224,-0.002446829341351986,9.14664077758789,0.00042758326430671176,-0.0003924488020201537,0.0007054228112630477,0.9999995827674866
1756548862.9828253,0.10415578633546829,-0.0047701140865683556,9.750844955444336,0.0007402939326709077,-0.0005246079699296381,0.0006986079918789827,0.9999993443489075
1756548863.982854,0.09900030493736267,-0.00785816926509142,10.404189109802246,0.0004997266135495287,-0.0001458349447256498,0.0002943353823193999,0.9999998211860657
1756548864.9828682,0.09432508051395416,-0.01116617675870657,11.013446807861328,0.00030758043689321774,6.769852907346505e-05,-0.0005083689808394954,0.9999998211860657
1756548865.982894,0.08972345292568207,-0.015228786505758762,11.671707153320312,0.0006828063875732796,0.0003539381779458004,6.745044267904701e-05,0.9999997019767761
1756548866.982879,0.08592761307954788,-0.01937178149819374,12.284897804260254,0.0007345019660479048,0.0002233361881177094,-8.169558057127645e-05,0.9999997019767761
1756548867.9828966,0.08265551924705505,-0.0242303516715765,12.899351119995117,0.0003214449737094783,-8.711519858078198e-05,-9.10678705758037e-05,0.9999999403953552
1756548868.9829497,0.07918309420347214,-0.02973073162138462,13.561990737915039,0.0005780277920928248,-0.00015275956438288557,-1.3274928842211375e-05,0.9999998211860657
1756548869.9829705,0.07610961049795151,-0.03516102954745293,14.177977561950684,-0.000288962861545968,-0.00024095135922317607,-0.00031122575733119763,0.9999998807907104
1756548870.9829917,0.0726800486445427,-0.040651239454746246,14.842244148254395,-0.0002317912123805249,-0.0006468638511241278,6.838927790037566e-05,0.9999997615814209
1756548871.9829798,0.06911006569862366,-0.045137669891119,15.45975112915039,-0.0004739054756480041,-0.00011527939962485105,2.3298606475081783e-05,0.9999998807907104
1756548872.9830034,0.0656592845916748,-0.049162786453962326,16.07778549194336,-0.00044465135973966054,-0.00029792722858794856,-0.0004363045222173172,0.9999997615814209
1756548873.983058,0.061749570071697235,-0.05262615904211998,16.744752883911133,-0.0005129052385568231,-0.00033935471488642945,-0.0003140122531128759,0.9999997615814209
1756548874.9830494,0.05810508131980896,-0.05540112406015396,17.365337371826172,-0.0003312643741303073,-0.0003076622912412993,-0.0001844624456926599,0.9999998807907104
1756548875.983096,0.05439190939068794,-0.05776796117424965,17.985868453979492,-0.00060990300359045,-0.0002790782591013531,-0.00016422774694920415,0.9999997615814209
1756548876.983109,0.05054036155343056,-0.059313856065273285,18.606395721435547,-0.0006387089516264435,-0.0002583013827606528,-4.65657828871198e-05,0.9999997615814209
1756548877.9831302,0.0467798113822937,-0.06029354780912399,19.226795196533203,-0.00034966122948442476,-0.00015143546293616046,-0.00030532423757615297,0.9999998807907104
1756548878.983145,0.04308401793241501,-0.060944944620132446,19.847440719604492,-0.0005444508058214144,-0.00034493439175757725,-0.0002478521470210598,0.9999997615814209
1756548879.9831254,0.03947014734148979,-0.0609574168920517,20.420238494873047,-0.0003235441638963795,-0.0006035881643728391,-8.853023888663996e-05,0.9999997615814209
1756548880.983178,0.03512568026781082,-0.06040322408080101,21.0411434173584,-0.0006441961593819878,-0.0005279342641094145,-0.00014680711979921996,0.9999996423721313
1756548881.9832153,0.03059312514960766,-0.059381742030382156,21.662429809570312,-0.000671255395452544,-0.00013840723793844914,8.424210302339565e-05,0.9999997615814209
1756548882.9832065,0.026284288614988327,-0.05793623626232147,22.283981323242188,-0.0006019400550262595,0.00024228834788764803,0.00023622368211625996,0.9999997615814209
1756548883.9832337,0.02262084186077118,-0.05602492019534111,22.85834312438965,-0.00038283580473355723,4.788804278685568e-05,0.00029926918796087534,0.9999998807907104
1756548884.9832585,0.01884009875357151,-0.05349825322628021,23.481332778930664,-0.00042018761385471953,-0.0002950439110677893,0.00046176678211474434,0.9999997615814209
1756548885.9833272,0.015122102573513985,-0.05072309821844101,24.10468101501465,-0.0004776815924935415,-8.51357247758982e-05,5.468792783077847e-05,0.9999998807907104
1756548886.9833431,0.011602641083300114,-0.04787309467792511,24.72841453552246,0.0,0.0,0.0,1.0
1756548887.9833493,0.008171146735548973,-0.04479255527257919,25.3519229888916,0.0,0.0,0.0,1.0
1756548888.9833314,0.00496484013274312,-0.04195685684680939,25.927330017089844,-0.00024054189152788685,-0.00026783025549865933,0.00032988652223214126,0.9999998807907104
1756548889.9833505,0.0014656337443739176,-0.0387742817401886,26.5506591796875,-0.00027402699753633947,-0.00039330966529065123,9.29261895317071e-05,0.9999998807907104
1756548890.9833868,-0.0024273130111396313,-0.03523816913366318,27.221942901611328,-0.0007851524784337425,-0.00013913385289458953,0.0005637831547861578,0.9999995231628418
1756548891.9834106,-0.0060895876958966255,-0.03136259689927101,27.845081329345703,6.593669854723256e-05,0.00011421487871475836,0.0004701338938595815,0.9999998807907104
1756548892.983456,-0.009296626783907413,-0.02780226804316044,28.46833038330078,0.0,0.0,0.0,1.0
1756548893.9835212,-0.012081438675522804,-0.02441876195371151,29.091970443725586,0.0006836834660398013,9.554655676236506e-05,-1.6878243817598374e-05,0.9999997615814209
1756548894.9834528,-0.014619284309446812,-0.021424703299999237,29.715909957885742,0.0003946440834128253,0.00039474893339773264,0.0008013135566313465,0.9999995231628418
1756548895.9834862,-0.016617555171251297,-0.01915418729186058,30.34014892578125,0.0004600915451313869,-1.4300948057198199e-05,0.00016287976508451307,0.9999998807907104
1756548896.9835205,-0.018446067348122597,-0.017426934093236923,30.964641571044922,0.0,0.0,0.0,1.0
1756548897.983561,-0.020429929718375206,-0.015516329556703568,31.636842727661133,0.0,0.0,0.0,1.0
1756548898.9835494,-0.02205776795744896,-0.014038275927305222,32.26058578491211,-0.000364443327402919,0.00013947105059225581,-0.00029350886195971844,0.9999998807907104
1756548899.9835641,-0.023753346875309944,-0.01195744052529335,32.93224334716797,-0.000659714368324365,-6.900005950942089e-05,0.0008672418833581121,0.9999994039535522
1756548900.9836109,-0.025144340470433235,-0.009810485877096653,33.55587387084961,-7.412738079873995e-06,-6.734902799375256e-05,0.0012900924451842634,0.9999991655349731
1756548901.9836342,-0.026754790917038918,-0.0072890096344053745,34.2275390625,-0.0008089413422622149,-0.00039689100116236623,0.0009257541765254946,0.9999991655349731
1756548902.9836369,-0.028477100655436516,-0.004468074534088373,34.85134506225586,-0.0003871709534493272,-0.00021353815374713147,0.00020716822775250358,0.9999998807907104
1756548903.9836876,-0.03033752739429474,-0.001310639432631433,35.52339172363281,0.0,0.0,0.0,1.0
1756548904.9836748,-0.031683117151260376,0.0016377844149246812,36.14743423461914,-0.00013443817846039735,0.0006193838789633912,0.0002740932104453151,0.9999997615814209
1756548905.983698,-0.032308727502822876,0.004467238672077656,36.81938552856445,0.000168603409943871,0.00042290018697726514,-0.00017648480642990484,0.9999998807907104
1756548906.983724,-0.03255250304937363,0.0071473936550319195,37.443443298339844,0.0,0.0,0.0,1.0
1756548907.9837866,-0.032532792538404465,0.009714368730783463,38.11509704589844,0.0,0.0,0.0,1.0
1756548908.983799,-0.032425157725811005,0.012214886955916882,38.73851776123047,-0.0004574234155597342,0.00016955418385093714,2.0826966342153446e-05,0.9999998807907104
1756548909.9838138,-0.032004889100790024,0.015165350399911404,39.41035842895508,-0.0003634619190210074,0.00042944744070355385,-0.0004003841036485346,0.9999997615814209
1756548910.983862,-0.03130064532160759,0.018129708245396614,40.03488540649414,5.36293458719137e-05,0.00041994374043886624,-0.00024328936067627899,0.9999998807907104
1756548911.9838514,-0.030314136296510696,0.021116506308317184,40.659423828125,0.00024415185924366506,0.0002932501098411536,-0.0005755270141928345,0.9999997615814209
1756548912.983839,-0.028932256624102592,0.02370590902864933,41.33186721801758,0.0001747162586308791,0.00020148656110773082,-0.0006369572167914534,0.9999997615814209
1756548913.9838643,-0.027685029432177544,0.026054106652736664,41.956398010253906,0.00014679987523844067,0.0002717600900386057,-0.00037817299610481834,0.9999998807907104
1756548914.9838812,-0.026044080033898354,0.02824479714035988,42.629032135009766,-0.00012856766600040584,0.00040192063984012045,-0.000546596062819174,0.9999997615814209
1756548915.983928,-0.02430836483836174,0.03063826821744442,43.301368713378906,0.0,0.0,0.0,1.0
1756548916.9839516,-0.02272987924516201,0.03263285011053085,43.925254821777344,-0.00025895014205300313,0.00010043922277399732,-0.000632213482788046,0.9999997615814209
1756548917.9839559,-0.02113945595920086,0.035030897706747055,44.59672546386719,-0.0006641849585488977,0.0002036544438796342,-0.000686336140209774,0.9999995231628418
1756548918.983975,-0.019388370215892792,0.03782422095537186,45.26811599731445,-0.00014807514489939742,-8.792092865225583e-05,-0.0010781633466244306,0.9999994039535522
1756548919.9840255,-0.018004588782787323,0.04067235812544823,45.89149475097656,-0.00024404633984001053,-0.00020995676977558737,-0.00036712137465258395,0.9999998807907104
1756548920.9840562,-0.016889436170458794,0.043912556022405624,46.5628776550293,0.0,0.0,0.0,1.0
1756548921.9841459,-0.015951527282595634,0.04690973088145256,47.18620300292969,0.0,0.0,0.0,1.0
1756548922.984083,-0.015097016468644142,0.0501609705388546,47.85800552368164,0.000182939758871777,-4.9519010796350504e-06,-0.0004526887321221298,0.9999998807907104
1756548923.9841096,-0.014310642145574093,0.05283364653587341,48.529518127441406,5.169367110886647e-05,-0.0006337096860484982,0.00026940100136285384,0.9999997615814209
1756548924.9840765,-0.014149600639939308,0.05526870861649513,49.15319061279297,0.00016773961151582406,-0.0004034836200874145,0.00021790584191430762,0.9999998807907104
1756548925.9841156,-0.014259511604905128,0.05741829797625542,49.824764251708984,0.0,0.0,0.0,1.0
1756548926.9841456,-0.014392059296369553,0.059429317712783813,50.448455810546875,0.0,0.0,0.0,1.0
1756548927.984157,-0.014386258088052273,0.06125727295875549,51.12026596069336,3.9498841816074084e-05,-9.47830492445739e-05,-0.00047736210570362337,0.9999998807907104
1756548928.9841833,-0.014621439389884472,0.06328435987234116,51.79262924194336,-0.00019449662174250465,-5.908781325142394e-05,-0.0004439574972298877,0.9999998807907104
1756548929.984198,-0.014823610894382,0.06491470336914062,52.417762756347656,0.0003359739099028236,-0.0003526066250060273,3.476585619794233e-05,0.9999998807907104
1756548930.9842212,-0.015470365062355995,0.06636939197778702,53.09128952026367,0.00039748988550517456,-0.00028203233044444534,-2.9633096292259213e-05,0.9999998807907104
1756548931.9842823,-0.016223959624767303,0.06710155308246613,53.764862060546875,0.0004957098372212408,0.00019771440847270584,-0.0004381984382948954,0.9999997615814209
1756548932.9842615,-0.016863128170371056,0.067508764564991,54.390220642089844,0.0006089329464480682,0.00031117947411944317,9.594322788257215e-05,0.9999997615814209
1756548933.9843147,-0.01718004234135151,0.06727498769760132,55.063533782958984,0.0006449582096210274,0.0001148889579068895,-0.00021832667393887985,0.9999997615814209
1756548934.9843442,-0.017480136826634407,0.06656257808208466,55.73628616333008,-0.00012018207854215493,-0.00010228750296073951,-0.00046207369501633807,0.9999998807907104
1756548935.9843292,-0.017754096537828445,0.06587809324264526,56.360530853271484,-5.319636648644959e-05,0.00019189637205204748,0.0006611981778147968,0.9999997615814209
1756548936.9843502,-0.01782832480967045,0.06503665447235107,57.031959533691406,0.0006712332028427602,0.00018647028535371353,0.00047951061457338957,0.9999996423721313
1756548937.984381,-0.017687521874904633,0.0635950118303299,57.70289993286133,0.000365499424729175,0.00017565486373360026,0.00027198180869330267,0.9999998807907104
1756548938.9844065,-0.017510268837213516,0.06196731701493263,58.326148986816406,0.00024357928761488526,0.00018678514911511467,0.00037973543896478403,0.9999998807907104
1756548939.9844162,-0.017228946089744568,0.060057561844587326,58.997657775878906,0.0003119541278566454,0.00019953982769642164,0.00031825625550299864,0.9999998807907104
1756548940.9844697,-0.016725357621908188,0.05787982419133186,59.66934585571289,-8.146919985226843e-05,0.00047405376167501917,0.0006956230372293534,0.9999996423721313
1756548941.9844599,-0.015876350924372673,0.056048426777124405,60.29369354248047,-4.0871636979026534e-05,0.0004808645954981822,7.427863069370672e-05,0.9999998807907104
1756548942.9844954,-0.014462590217590332,0.053927138447761536,60.96638488769531,0.0002515395552077004,0.00021939659523105657,0.0006045081368572622,0.9999997615814209
1756548943.9845128,-0.012925755232572556,0.05184486135840416,61.63881301879883,0.0002507925940959688,0.000400635557099466,0.0005034196326067562,0.9999997615814209
1756548944.984525,-0.011162645183503628,0.049561575055122375,62.26285171508789,0.0005367642698885529,0.000622326300096355,0.00019962390685082106,0.9999996423721313
1756548945.98457,-0.009004920721054077,0.0469299741089344,62.93472671508789,0.0003438962140317248,0.00015196741169223402,0.0003115443221259488,0.9999998807907104
1756548946.9845707,-0.006651914678514004,0.04359465837478638,63.60585403442383,0.0003060691918059238,-0.00017443952567995999,0.0005939104335398776,0.9999997615814209
1756548947.9846387,-0.004676965065300465,0.04022832587361336,64.2763442993164,0.0,0.0,0.0,1.0
1756548948.9846454,-0.002953207353129983,0.03701725974678993,64.8988265991211,0.0,0.0,0.0,1.0
1756548949.984655,-0.0010948774870485067,0.03402722254395485,65.56920623779297,0.0,0.0,0.0,1.0
1756548950.9846683,0.001017835340462625,0.030862415209412575,66.2392807006836,0.00030968022792468553,0.00014184821848975746,-0.0003498511172406124,0.9999998807907104
1756548951.9847047,0.003113460261374712,0.027688847854733467,66.90921020507812,0.0,0.0,0.0,1.0
1756548952.9847002,0.004962997976690531,0.024555392563343048,67.53089141845703,4.192598968556578e-05,-0.0004408040942888056,-0.00020579729526361482,0.9999998807907104
1756548953.98474,0.0062750172801315784,0.02157207578420639,68.20001220703125,-2.391315048443543e-05,-0.00040520744469507,0.0002713920648956199,0.9999998807907104
1756548954.9847817,0.00713834585621953,0.01852055825293064,68.8696060180664,0.0,0.0,0.0,1.0
1756548955.9847913,0.0075880675576627254,0.015982311218976974,69.53988647460938,-0.00040107262330622595,0.0002867825195037675,-0.00048346006939667695,0.9999997615814209
1756548956.9847834,0.008173881098628044,0.013854839839041233,70.16301727294922,4.277334211740387e-05,0.00019080835250870413,-0.0009567845644917127,0.9999995231628418
1756548957.9847987,0.00885425042361021,0.011933322995901108,70.83443450927734,-0.0003083456593526236,0.00012753476212226477,-0.0006045617753121011,0.9999997615814209
1756548958.984852,0.009803169406950474,0.010007794015109539,71.50606536865234,0.0002442306298192196,0.0003382568388140139,-0.0007356557074207014,0.9999996423721313
1756548959.9848807,0.010951646603643894,0.008262576535344124,72.1777114868164,0.0,0.0,0.0,1.0
1756548960.984872,0.012142729014158249,0.006698355544358492,72.80189514160156,-9.891619973487903e-05,-9.714936589824179e-05,-0.00046818388591053287,0.9999998807907104
1756548961.9849322,0.01324178371578455,0.005396366119384766,73.47478485107422,5.184218519061171e-05,0.0004757720304760548,-9.680871728342497e-05,0.9999998807907104
1756548962.9848955,0.014770670793950558,0.0037194995675235987,74.14823150634766,0.0008628959517382463,0.0005382931978077387,0.00039716942216654776,0.9999994039535522
1756548963.9849355,0.016599435359239578,0.0016770667862147093,74.82152557373047,-0.00018480523075459446,0.0003073230893179406,-0.0007659341713651465,0.9999996423721313
1756548964.9849796,0.018704533576965332,-0.00034533225698396564,75.4944076538086,-2.5157380639613253e-05,0.00034186871419072696,-0.00034772324246107057,0.9999998807907104
1756548965.9849832,0.02096587046980858,-0.0020653591491281986,76.11930847167969,0.00010727781515671852,0.00044843155114856304,-0.0005140405778432291,0.9999997615814209
1756548966.985068,0.023855412378907204,-0.004200815223157406,76.79216003417969,0.0005830534096194453,0.0004581883061420466,-0.000635441804320739,0.9999995231628418
1756548967.9850156,0.02693844586610794,-0.006558928173035383,77.46466827392578,5.314680014549206e-05,-1.3044625127316808e-05,-0.0008439554874497695,0.9999996423721313
1756548968.9850612,0.02974563091993332,-0.008922453038394451,78.08893585205078,9.094744592127401e-05,7.0976565634415565e-06,-0.0004796840108263066,0.9999998807907104
1756548969.985086,0.03239418938755989,-0.011193621903657913,78.76109313964844,0.00024221861752799192,-0.0004053505303229602,0.0001242564033779794,0.9999998807907104
1756548970.9851096,0.03464614227414131,-0.013842349871993065,79.4331283569336,0.0,0.0,0.0,1.0
1756548971.9850829,0.036359481513500214,-0.01605571061372757,80.05684661865234,-0.00032441022680138466,-0.0003562356947138082,7.920037530941645e-05,0.9999998807907104
1756548972.9851203,0.03783365711569786,-0.018245037645101547,80.72833251953125,-0.0004809646689556498,-0.0004275816874740894,-0.00025036770780773336,0.9999997615814209
1756548973.9851482,0.03861039876937866,-0.019545432180166245,81.39144134521484,0.0,0.0,0.0,1.0
1756548974.9851794,0.03927769139409065,-0.020839354023337364,82.03445434570312,0.0,0.0,0.0,1.0
1756548975.9851902,0.039698708802461624,-0.02196396514773369,82.61180114746094,0.0,0.0,0.0,1.0
1756548976.9852114,0.04009458050131798,-0.02329070307314396,83.21188354492188,-0.0001803905329986173,-0.00036222100707834103,-0.00027326500421081173,0.9999998807907104
1756548977.9852407,0.03994089365005493,-0.024009766057133675,83.79010009765625,-0.0008204489546432724,-0.00018544254512141225,-8.792146888359904e-05,0.9999996423721313
1756548978.9852533,0.039752017706632614,-0.0242770928889513,84.3132553100586,-0.0005517357239969966,-0.0003249991217076206,-0.0002584576621315208,0.9999997615814209
1756548979.9852781,0.03903016075491905,-0.023605473339557648,84.87095642089844,-0.0010635649642464235,-0.0008028114900086697,0.00036286499094754425,0.9999990463256836
1756548980.9853318,0.03770878165960312,-0.02231905236840248,85.42728424072266,-0.00039407477335061587,-0.0007482813995498368,5.9690454340135485e-06,0.9999996423721313
1756548981.9853547,0.03573901206254959,-0.020492730662226677,85.9443359375,-0.0005119845304427518,-0.00036299061709107506,-0.00028800478095139596,0.9999997615814209
1756548982.9853334,0.03347925841808319,-0.018345629796385765,86.5016860961914,0.0001369840052202677,-0.0002977016567365184,-0.0007796567932732588,0.9999996423721313
1756548983.985364,0.030916402116417885,-0.016022643074393272,87.0595474243164,-0.00013789068721718794,-0.00028650829808353175,0.0003705640543802887,0.9999998807907104
1756548984.9854145,0.028287215158343315,-0.013867410831153393,87.61743927001953,0.0,0.0,0.0,1.0
1756548985.9853954,0.025671461597085,-0.011520064435899258,88.13551330566406,1.5942040585627887e-05,-0.00011856408829060365,0.0006800922802601793,0.9999997615814209
